product_id,product_length,product_depth,product_width,cluster_id,hierarchy1_id,hierarchy2_id,hierarchy3_id,hierarchy4_id,hierarchy5_id,product_name,product_location,product_description,rack_location,price,stock_quantity,discounts
P0300,11.0,27.0,19.0,cluster_0,H03,H0313,H031302,H03130210,H0313021002,Bathroom Organizer,Bathroom,Stackable bathroom organizers for storage,"2nd Floor, Rack 8",438.0,9,5% discount
P0301,5.0,12.0,8.0,cluster_5,H00,H0004,H000401,H00040105,H0004010522,Shower Head,Bathroom,Adjustable shower head with massage settings,"2nd Floor, Rack 8",185.0,18,5% discount
P0302,15.0,28.0,60.0,cluster_0,H03,H0313,H031302,H03130215,H0313021502,Handheld Mirror,Bathroom,Compact handheld mirror for grooming,"2nd Floor, Rack 8",620.0,45,5% discount
P0303,6.0,17.0,10.0,,H00,H0001,H000102,H00010210,H0001021017,Bathroom Caddy,Bathroom,Portable caddy for toiletries and cosmetics,"2nd Floor, Rack 8",132.0,33,5% discount
P0304,3.9,15.4,8.1,cluster_0,H01,H0108,H010801,H01080110,H0108011006,Toilet Seat Cover,Bathroom,Decorative toilet seat cover for bathrooms,"2nd Floor, Rack 8",519.0,32,5% discount
P0305,14.0,35.0,14.0,cluster_0,H00,H0001,H000104,H00010400,H0001040001,Inside Doormat,Home Decor,Welcome doormat for home entrance,"2nd Floor, Rack 6",588.0,22,50% discount
P0309,30.0,31.0,42.0,cluster_0,H01,H0107,H010702,H01070205,H0107020508,Collapsible Storage Bin,Storage Solutions,Space-saving collapsible storage bins,"2nd Floor, Rack 1",358.0,27,10% discount
P0310,5.0,15.0,10.0,cluster_0,H03,H0313,H031305,H03130500,H0313050007,Plastic Drawers,Storage Solutions,Stackable plastic drawers for organizing,"2nd Floor, Rack 1",632.0,31,10% discount
P0311,1.0,20.0,30.0,cluster_9,H03,H0313,H031307,H03130705,H0313070501,Under-Sink Storage,Storage Solutions,Stacking organizer for under-sink use,"2nd Floor, Rack 1",127.0,49,10% discount
P0312,6.0,10.0,8.0,cluster_0,H03,H0312,H031201,H03120101,H0312010130,Label Maker,Home Office,Portable label maker for organizing supplies,"1st Floor, Rack 9",134.0,6,10% discount
P0313,11.8,24.6,9.3,cluster_0,H01,H0105,H010501,H01050105,H0105010506,Wet Wipes,Household Cleaners,All-purpose wet wipes for quick cleaning,"4th Floor, Rack 1",840.0,28,
P0314,3.0,18.0,10.0,cluster_0,H01,H0107,H010702,H01070211,H0107021102,Glass Cleaner,Household Cleaners,Streak-free glass cleaner for windows,"4th Floor, Rack 1",424.0,7,
P0316,1.0,1.0,1.0,cluster_0,H00,H0004,H000403,H00040300,H0004030017,Broom Holder,Utility Room,Vertical broom holder for storage,"1st Floor, Rack 5",214.0,0,10% discount
P0317,3.1,19.0,8.8,cluster_0,H03,H0313,H031302,H03130212,H0313021210,Waste Sorting Bin,Utility Room,Color-coded bins for recycling and waste,"1st Floor, Rack 5",570.0,2,10% discount
P0318,3.0,14.0,10.0,cluster_3,H00,H0004,H000401,H00040105,H0004010512,Tall Storage Cabinet,Home Improvement,Tall storage cabinet for home organization,"3rd Floor, Rack 4",793.0,23,
P0319,7.5,21.1,4.3,,H01,H0108,H010807,H01080710,H0108071032,Garage Shelves,Home Improvement,Heavy-duty shelves for garage storage,"3rd Floor, Rack 4",294.0,22,
P0321,4.3,23.3,8.5,cluster_0,H01,H0108,H010803,H01080311,H0108031101,Bottle Opener,Utility Room,Countertop bottle opener for ease of use,"1st Floor, Rack 5",661.0,7,10% discount
P0322,59.0,88.0,59.0,cluster_0,H03,H0312,H031206,H03120609,H0312060938,Easels,Craft Room,Adjustable easel for painting projects,"3rd Floor, Rack 1",177.0,46,10% discount
P0323,6.0,32.5,23.0,,H03,H0313,H031302,H03130205,H0313020501,Scrapbooking Kit,Craft Room,Complete kit for scrapbooking and arts,"3rd Floor, Rack 1",147.0,36,10% discount
P0324,7.5,12.5,7.5,cluster_0,H01,H0108,H010805,H01080509,H0108050901,Paint Brushes,Craft Room,Assorted paint brushes for various applications,"3rd Floor, Rack 1",578.0,2,10% discount
P0325,6.0,18.5,11.0,cluster_2,H00,H0001,H000100,H00010010,H0001001001,Mini Sewing Kit,Craft Room,Portable sewing kit for quick fixes,"3rd Floor, Rack 1",587.0,50,10% discount
P0326,3.0,18.0,10.0,cluster_0,H01,H0107,H010702,H01070211,H0107021102,Highlighter Set,Home Office,Set of colorful highlighters for note-taking,"1st Floor, Rack 9",674.0,32,10% discount
P0327,2.0,4.0,13.0,cluster_0,H00,H0003,H000313,H00031300,H0003130001,Notebook,Home Office,Lined notebook for journaling and notes,"1st Floor, Rack 9",753.0,27,10% discount
P0328,2.0,7.0,11.0,cluster_0,H01,H0106,H010601,H01060114,H0106011422,Swing Arm Lamp,Home Office,Adjustable swing arm lamp for desk,"1st Floor, Rack 9",978.0,46,10% discount
P0329,5.0,49.5,2.5,cluster_0,H03,H0314,H031405,H03140506,H0314050602,Packing Cubes,Home Travel,Organizational packing cubes for travel,"4th Floor, Rack 2",565.0,7,
P0330,5.0,10.0,5.0,cluster_0,H03,H0312,H031207,H03120710,H0312071004,Travel Pillow,Personal Item,Ergonomic travel pillow for comfort during trips,"2nd Floor, Rack 9",391.0,33,5% discount
P0331,40.6,37.0,36.5,cluster_4,H03,H0314,H031400,H03140001,H0314000104,Luggage Tags,Travel Accessories,Durable luggage tags for easy identification,"4th Floor, Rack 3",816.0,34,
P0332,6.9,13.2,6.9,cluster_3,H00,H0002,H000206,H00020600,H0002060006,Packing Tape,Home Office,Heavy-duty packing tape for shipping,"1st Floor, Rack 9",344.0,31,10% discount
P0333,7.5,21.0,10.5,cluster_4,H00,H0003,H000312,H00031200,H0003120004,Clipboard,Home Office,Standard clipboard for easy writing,"1st Floor, Rack 9",495.0,23,10% discount
P0334,6.0,20.0,6.0,,H00,H0000,H000004,H00000400,H0000040012,Map Organizer,Home Office,Wall-mounted map organizer for planning,"1st Floor, Rack 9",171.0,13,10% discount
P0335,4.1,11.0,4.1,cluster_0,H01,H0108,H010805,H01080500,H0108050026,Photo Frame,Home Decor,Decorative photo frame for cherished memories,"2nd Floor, Rack 6",123.0,31,50% discount
P0336,11.0,43.0,24.0,cluster_0,H01,H0107,H010702,H01070205,H0107020505,Indoor Planter,Home Decor,Stylish indoor planter for houseplants,"2nd Floor, Rack 6",966.0,45,50% discount
P0337,17.0,40.0,30.0,cluster_0,H03,H0314,H031401,H03140102,H0314010203,Candlestick Holders,Home Decor,Elegant candlestick holders for ambiance,"2nd Floor, Rack 6",852.0,42,50% discount
P0339,12.0,16.0,11.8,cluster_0,H03,H0312,H031206,H03120609,H0312060938,Curtains,Home Decor,Light-filtering curtains for privacy,"2nd Floor, Rack 6",726.0,15,50% discount
P0340,5.0,20.0,13.0,cluster_0,H03,H0313,H031302,H03130200,H0313020001,Table Runner,Home Decor,Decorative table runner for dining tables,"2nd Floor, Rack 6",468.0,3,50% discount
P0341,8.5,29.1,5.8,cluster_0,H00,H0001,H000104,H00010413,H0001041312,Floral Arrangements,Home Decor,Artificial floral arrangements for decoration,"2nd Floor, Rack 6",256.0,36,50% discount
P0342,4.5,14.0,15.0,cluster_0,H03,H0313,H031302,H03130209,H0313020901,Wall Decals,Home Decor,Removable wall decals for easy decoration,"2nd Floor, Rack 6",241.0,20,50% discount
P0343,3.0,6.0,4.0,cluster_0,H01,H0108,H010808,H01080813,H0108081301,Outdoor String Lights,Outdoor,Decorative string lights for patios,"3rd Floor, Rack 2",325.0,13,10% discount
P0344,,,,cluster_0,H02,H0209,H020908,H02090804,H0209080429,Wireless Doorbell,Home Security,Wireless doorbell system for home security,"4th Floor, Rack 4",594.0,30,
P0345,7.0,23.6,8.0,cluster_0,H00,H0000,H000004,H00000400,H0000040001,Home Safe,Home Security,Compact home safe for valuables,"4th Floor, Rack 4",743.0,47,
P0346,9.0,12.0,9.0,cluster_3,H00,H0001,H000105,H00010510,H0001051017,Garden Hoe,Garden,Durable garden hoe for weeding and planting,"3rd Floor, Rack 3",694.0,17,10% discount
P0347,4.0,9.0,9.0,cluster_3,H01,H0105,H010503,H01050305,H0105030501,Scarecrow,Outdoor,Decorative scarecrow for garden protection,"3rd Floor, Rack 2",352.0,6,10% discount
P0348,7.4,15.3,12.9,cluster_0,H00,H0001,H000102,H00010210,H0001021012,Bee Hotel,Garden,Nesting site for solitary bees,"3rd Floor, Rack 3",959.0,9,10% discount
P0350,2.0,15.0,10.0,cluster_7,H00,H0003,H000311,H00031100,H0003110033,Compostable Bags,Kitchen,Eco-friendly compostable bags for cleanups,"1st Floor, Rack 3",764.0,6,10% discount
P0351,1.8,11.2,9.5,cluster_0,H01,H0108,H010809,H01080900,H0108090006,Electric Chainsaw,Garden,Powerful electric chainsaw for pruning trees,"3rd Floor, Rack 3",599.0,32,10% discount
P0352,5.0,20.0,15.0,cluster_0,H03,H0314,H031405,H03140500,H0314050003,Portable Greenhouse,Garden,Compact greenhouse for plant care,"3rd Floor, Rack 3",651.0,22,10% discount
P0353,4.0,22.0,7.5,cluster_4,H01,H0108,H010807,H01080709,H0108070901,Patio Heater,Outdoor,Outdoor patio heater for warmth,"3rd Floor, Rack 2",478.0,20,10% discount
P0354,5.0,28.0,16.0,cluster_3,H03,H0311,H031109,H03110901,H0311090103,Deck Box,Outdoor,Storage deck box for outdoor equipment,"3rd Floor, Rack 2",323.0,18,10% discount
P0355,30.0,5.0,28.0,cluster_0,H03,H0315,H031508,H03150809,H0315080911,Nutcracker,Kitchen,Stainless steel nutcracker for easy shelling,"1st Floor, Rack 3",420.0,47,10% discount
P0356,2.0,6.0,10.0,cluster_3,H00,H0003,H000316,H00031609,H0003160922,Cookie Jar,Kitchen,Glass cookie jar with airtight lid for freshness,"1st Floor, Rack 3",782.0,18,10% discount
P0357,1.0,1.0,1.0,,H01,H0108,H010803,H01080311,H0108031101,Egg Poacher,Kitchen,Silicone egg poaching cups for perfect eggs,"1st Floor, Rack 3",113.0,35,10% discount
P0358,10.0,10.0,10.0,cluster_0,H03,H0312,H031205,H03120502,H0312050215,Baking Dough Scraper,Kitchen,Stainless steel dough scraper for baking,"1st Floor, Rack 3",204.0,28,10% discount
P0360,5.0,28.0,16.0,cluster_0,H03,H0311,H031109,H03110900,H0311090003,Pot Holders,Kitchen,Heat-resistant pot holders for safe cooking,"1st Floor, Rack 3",141.0,17,10% discount
P0361,6.0,48.0,6.0,cluster_0,H03,H0314,H031404,H03140407,H0314040701,Moisture Absorber,Bathroom,Moisture absorber for bathroom air freshness,"2nd Floor, Rack 8",137.0,1,5% discount
P0362,6.0,7.0,12.2,cluster_5,H00,H0002,H000200,H00020000,H0002000032,Bathroom Scale,Bathroom,Digital bathroom scale with body fat analysis,"2nd Floor, Rack 8",870.0,0,5% discount
P0363,5.0,12.0,8.0,cluster_0,H00,H0004,H000401,H00040100,H0004010005,Pillow Protector,Bedroom,Waterproof pillow protectors for hygiene,"2nd Floor, Rack 7",733.0,46,50% discount
P0364,4.0,4.0,12.5,cluster_0,H00,H0003,H000312,H00031200,H0003120017,Photo Album,Home Decor,Leather-bound photo album for memories,"2nd Floor, Rack 6",527.0,4,50% discount
P0365,8.0,14.0,40.5,,H01,H0106,H010601,H01060112,H0106011209,Pedestal Sink,Bathroom,Modern pedestal sink for bathroom renovation,"2nd Floor, Rack 8",188.0,19,5% discount
P0366,6.8,8.5,7.0,cluster_4,H00,H0002,H000206,H00020600,H0002060017,Tea Pot,Kitchen,Classic ceramic teapot for brewing tea,"1st Floor, Rack 3",542.0,10,10% discount
P0367,3.0,26.5,17.0,,H03,H0311,H031110,H03111006,H0311100603,Bamboo Cutting Board,Kitchen,Durable bamboo cutting board for food prep,"1st Floor, Rack 3",526.0,41,10% discount
P0368,2.5,11.5,11.5,,H03,H0312,H031207,H03120710,H0312071009,Butter Dish,Kitchen,Airtight butter dish for storage and freshness,"1st Floor, Rack 3",256.0,1,10% discount
P0369,7.0,8.0,13.0,cluster_0,H00,H0002,H000200,H00020000,H0002000026,Measuring Jug,Kitchen,Clear measuring jug for liquids,"1st Floor, Rack 3",490.0,2,10% discount
P0370,2.0,21.0,11.0,cluster_5,H03,H0313,H031309,H03130900,H0313090000,Cordless Kettle,Kitchen,Cordless electric kettle for fast boiling,"1st Floor, Rack 3",459.0,22,10% discount
P0371,6.2,16.8,6.2,cluster_9,H00,H0000,H000004,H00000405,H0000040517,Ready-To-Use Cake Stand,Kitchen,Decorative cake stand for serving desserts,"1st Floor, Rack 3",654.0,11,10% discount
P0372,2.0,7.0,2.5,cluster_9,H03,H0314,H031408,H03140802,H0314080201,Salad Bowl,Kitchen,Large wooden salad bowl for serving,"1st Floor, Rack 3",672.0,19,10% discount
P0373,5.0,18.0,14.0,cluster_6,H00,H0002,H000201,H00020100,H0002010012,Spice Dispenser,Kitchen,Rotating spice dispenser for kitchen organization,"1st Floor, Rack 3",141.0,4,10% discount
P0374,27.0,26.5,25.0,cluster_0,H03,H0315,H031508,H03150800,H0315080011,Yardstick,Utility Room,Wooden yardstick for measuring,"1st Floor, Rack 5",437.0,36,10% discount
P0375,1.0,1.0,1.0,cluster_0,H03,H0314,H031402,H03140202,H0314020202,Hand Towels,Bathroom,Set of absorbent hand towels for bathrooms,"2nd Floor, Rack 8",663.0,37,5% discount
P0376,2.0,13.0,8.0,cluster_0,H00,H0001,H000105,H00010510,H0001051017,Backpack Sprayer,Garden,Manual backpack sprayer for easy garden maintenance,"3rd Floor, Rack 3",553.0,29,10% discount
P0377,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070003,Garden Storage Shed,Garden,Tough storage shed for gardening tools,"3rd Floor, Rack 3",871.0,8,10% discount
P0379,8.0,13.0,8.0,cluster_4,H03,H0312,H031204,H03120409,H0312040900,Potting Table,Garden,Wooden potting table for gardening tasks,"3rd Floor, Rack 3",693.0,33,10% discount
P0380,2.5,16.4,7.0,,H01,H0106,H010600,H01060013,H0106001345,Lawn Aerator,Garden,Manual lawn aerator for healthy grass growth,"3rd Floor, Rack 3",247.0,43,10% discount
P0381,2.0,9.0,3.0,cluster_6,H01,H0108,H010806,H01080616,H0108061601,Wheelbarrow,Garden,Heavy-duty wheelbarrow for transporting soil,"3rd Floor, Rack 3",164.0,34,10% discount
P0382,3.2,13.7,12.7,cluster_4,H01,H0105,H010500,H01050000,H0105000012,Plastic Planters,Garden,Colorful plastic planters for indoor plants,"3rd Floor, Rack 3",678.0,21,10% discount
P0383,24.0,8.0,18.0,cluster_0,H03,H0311,H031108,H03110805,H0311080502,Bird Feeder,Garden,Wooden bird feeder for attracting local birds,"3rd Floor, Rack 3",124.0,43,10% discount
P0384,1.0,1.0,1.0,cluster_0,H00,H0004,H000403,H00040309,H0004030906,Self-watering Planters,Garden,Planters with built-in water reservoir,"3rd Floor, Rack 3",627.0,23,10% discount
P0385,3.8,15.4,6.6,,H01,H0107,H010702,H01070200,H0107020004,Flower Pots,Garden,Set of ceramic flower pots in various sizes,"3rd Floor, Rack 3",946.0,16,10% discount
P0386,9.2,16.0,6.5,cluster_0,H01,H0108,H010807,H01080700,H0108070012,Edging Tools,Garden,Set of garden edging tools for landscaping,"3rd Floor, Rack 3",618.0,9,10% discount
P0387,2.0,10.0,8.0,,H01,H0107,H010702,H01070211,H0107021102,Tree Pruner,Garden,Extendable tree pruner for high branches,"3rd Floor, Rack 3",449.0,29,10% discount
P0388,1.0,20.0,30.0,cluster_3,H03,H0313,H031307,H03130705,H0313070501,Weed Grabber,Garden,Ergonomic weed grabber for easy pulling,"3rd Floor, Rack 3",679.0,45,10% discount
P0389,10.2,31.7,10.2,cluster_4,H00,H0002,H000202,H00020205,H0002020512,Flower Seeds,Garden,Assorted flower seeds for planting,"3rd Floor, Rack 3",512.0,22,10% discount
P0390,4.5,17.0,4.5,cluster_0,H01,H0108,H010805,H01080500,H0108050032,Grow Light,Garden,LED grow light for indoor plants,"3rd Floor, Rack 3",591.0,31,10% discount
P0391,6.8,22.0,14.0,cluster_5,H03,H0315,H031508,H03150809,H0315080935,Seedling Tray,Garden,Reusable seedling tray for gardening,"3rd Floor, Rack 3",947.0,16,10% discount
P0392,6.0,32.5,40.5,cluster_0,H03,H0313,H031302,H03130205,H0313020501,Garden Tiller,Garden,Electric garden tiller for loosening soil,"3rd Floor, Rack 3",447.0,49,10% discount
P0393,7.0,12.0,7.0,cluster_4,H00,H0002,H000201,H00020110,H0002011012,Bulb Planter,Garden,Handheld bulb planter for planting bulbs,"3rd Floor, Rack 3",965.0,50,10% discount
P0394,14.0,6.0,3.0,cluster_4,H00,H0003,H000312,H00031200,H0003120012,Soaker Hose,Garden,Flexibility soaker hose for watering plants,"3rd Floor, Rack 3",915.0,16,10% discount
P0395,14.0,23.0,13.0,cluster_0,H01,H0107,H010702,H01070205,H0107020507,Fire Pit Table,Outdoor,Table with built-in fire pit for gatherings,"3rd Floor, Rack 2",276.0,13,10% discount
P0396,3.0,7.0,3.0,cluster_0,H01,H0108,H010806,H01080616,H0108061601,Sling Chair,Outdoor,Compact folding sling chair for camping,"3rd Floor, Rack 2",162.0,8,10% discount
P0397,1.0,23.0,4.0,cluster_0,H01,H0108,H010801,H01080109,H0108010917,Outdoor Bistro Set,Outdoor,Small bistro set for patio dining,"3rd Floor, Rack 2",191.0,39,10% discount
P0398,5.0,5.0,5.0,cluster_0,H03,H0312,H031209,H03120910,H0312091006,Patio Fountain,Outdoor,Decorative patio fountain for ambiance,"3rd Floor, Rack 2",116.0,1,10% discount
P0399,2.3,7.5,4.0,cluster_0,H01,H0108,H010807,H01080710,H0108071022,Wooden Picnic Table,Outdoor,Sturdy wooden picnic table for outdoor meals,"3rd Floor, Rack 2",185.0,44,10% discount
P0400,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070010,Planter Trellis,Garden,Wooden trellis for climbing plants,"3rd Floor, Rack 3",715.0,24,10% discount
P0401,2.0,22.0,6.0,,H03,H0315,H031504,H03150411,H0315041131,Yoga Mat Bag,Sports,Durable yoga mat bag for storage and transport,"4th Floor, Rack 5",164.0,38,
P0402,2.8,7.3,7.0,cluster_0,H01,H0105,H010503,H01050305,H0105030517,Miniature Garden Tools,Garden,Set of miniature garden tools for bonsai care,"3rd Floor, Rack 3",387.0,8,10% discount
P0403,1.0,5.1,9.2,cluster_0,H00,H0003,H000316,H00031600,H0003160001,Hand-held Seed Spreader,Garden,Manual seed spreader for even distribution,"3rd Floor, Rack 3",860.0,21,10% discount
P0405,5.2,20.4,10.2,cluster_0,H01,H0108,H010809,H01080900,H0108090001,Garden Gloves,Garden,Leather garden gloves for protection,"3rd Floor, Rack 3",121.0,42,10% discount
P0406,4.5,4.5,31.0,cluster_0,H01,H0106,H010601,H01060113,H0106011301,Pet Water Fountain,Pets,Automatic pet water fountain for hydration,"2nd Floor, Rack 2",833.0,45,10% discount
P0407,5.0,28.0,16.0,,H03,H0311,H031108,H03110805,H0311080501,Pet Bed,Pets,Orthopedic pet bed for large dogs,"2nd Floor, Rack 2",354.0,3,10% discount
P0408,6.5,28.2,19.0,cluster_0,H01,H0105,H010500,H01050000,H0105000026,Pet Food Storage Container,Pets,Airtight food container for pet supplies,"2nd Floor, Rack 2",206.0,25,10% discount
P0409,3.0,14.0,6.0,,H00,H0001,H000105,H00010500,H0001050001,Bathrobe,Bathroom,Soft cotton bathrobe for comfort,"2nd Floor, Rack 8",727.0,28,5% discount
P0410,16.5,1.0,8.0,,H00,H0004,H000401,H00040105,H0004010501,Personal Care Organizer,Bathroom,Organizer for skincare and beauty products,"2nd Floor, Rack 8",666.0,44,5% discount
P0411,9.7,17.3,12.5,cluster_0,H01,H0107,H010700,H01070009,H0107000922,Magnifying Mirror,Bathroom,Battery-operated LED magnifying mirror,"2nd Floor, Rack 8",890.0,33,5% discount
P0412,4.0,11.3,4.0,cluster_0,H01,H0108,H010805,H01080500,H0108050026,Vaporizer,Bathroom,Steam vaporizer for relieving congestion,"2nd Floor, Rack 8",762.0,22,5% discount
P0413,0.0,0.0,0.0,cluster_7,H02,H0210,H021002,H02100203,H0210020302,Portable Bidet,Bathroom,Travel-friendly portable bidet for hygiene,"2nd Floor, Rack 8",823.0,36,5% discount
P0414,4.6,21.8,8.6,cluster_8,H01,H0108,H010803,H01080311,H0108031101,Diaper Cream,Diaper care,Moisturizing diaper rash cream for babies,"4th Floor, Rack 6",354.0,10,
P0415,23.0,17.0,1.0,cluster_3,H03,H0311,H031111,H03111101,H0311110124,Badminton Set,Outdoor,Complete badminton set for outdoor fun,"3rd Floor, Rack 2",260.0,5,10% discount
P0416,5.0,28.0,16.0,cluster_0,H03,H0311,H031109,H03110902,H0311090203,Basketball Hoop,Outdoor,Adjustable basketball hoop for the driveway,"3rd Floor, Rack 2",776.0,17,10% discount
P0417,17.0,5.0,17.0,cluster_0,H03,H0312,H031207,H03120710,H0312071017,Kids' Trampoline,Outdoor,Safe trampoline for kids' outdoor exercise,"3rd Floor, Rack 2",826.0,20,10% discount
P0418,3.0,16.0,8.0,cluster_0,H03,H0312,H031211,H03121109,H0312110928,Outdoor Speaker,Outdoor,Bluetooth outdoor speaker for parties,"3rd Floor, Rack 2",991.0,41,10% discount
P0419,8.0,15.0,13.0,cluster_6,H03,H0312,H031207,H03120710,H0312071004,Picnic Cooler,Outdoor,Insulated picnic cooler for food and drinks,"3rd Floor, Rack 2",471.0,35,10% discount
P0420,3.0,3.0,35.0,cluster_0,H03,H0313,H031305,H03130515,H0313051515,Firewood Log Holder,Outdoor,Log holder for organized firewood storage,"3rd Floor, Rack 2",435.0,40,10% discount
P0421,5.0,28.0,16.0,cluster_6,H03,H0311,H031109,H03110902,H0311090203,Thermal Curtains,Home Decor,Insulating thermal curtains for energy savings,"2nd Floor, Rack 6",799.0,37,50% discount
P0422,5.0,16.0,6.0,cluster_0,H00,H0002,H000200,H00020000,H0002000017,Smart Thermostat,Home Improvement,Programmable smart thermostat for heating,"3rd Floor, Rack 4",407.0,33,
P0423,,,,cluster_0,H03,H0313,H031305,H03130520,H0313052008,Wall Art,Home Decor,Framed wall art for home decoration,"2nd Floor, Rack 6",938.0,16,50% discount
P0424,2.0,17.0,14.0,cluster_0,H03,H0315,H031504,H03150411,H0315041100,Vinyl Flooring,Home Improvement,Waterproof vinyl flooring for easy cleaning,"3rd Floor, Rack 4",873.0,36,
P0425,9.7,25.0,9.7,cluster_0,H01,H0106,H010601,H01060112,H0106011210,Decorative Baskets,Home Decor,Set of woven baskets for storage,"2nd Floor, Rack 6",486.0,24,50% discount
P0426,1.6,12.0,8.0,cluster_0,H01,H0106,H010601,H01060114,H0106011432,Wooden Theater Steps,Home Decor,Stackable wooden theater steps for displays,"2nd Floor, Rack 6",776.0,37,50% discount
P0427,8.5,24.0,9.0,cluster_1,H00,H0000,H000004,H00000405,H0000040501,Outdoor BBQ Grill,Outdoor,Charcoal BBQ grill for outdoor cooking,"3rd Floor, Rack 2",779.0,11,10% discount
P0428,9.5,23.5,15.5,cluster_0,H00,H0002,H000200,H00020000,H0002000012,Garden Lanterns,Outdoor,Solar-powered garden lanterns for decoration,"3rd Floor, Rack 2",193.0,22,10% discount
P0429,8.0,15.0,12.0,cluster_0,H03,H0312,H031207,H03120710,H0312071012,Wind Chimes,Outdoor,Decorative metal wind chimes for the garden,"3rd Floor, Rack 2",912.0,41,10% discount
P0430,10.0,10.0,15.0,,H01,H0107,H010702,H01070212,H0107021212,Closet Organizer,Storage Solutions,Multi-tier shelf organizer for closets,"2nd Floor, Rack 1",555.0,21,10% discount
P0431,5.0,21.0,11.3,cluster_9,H00,H0004,H000401,H00040105,H0004010512,Curtain Rod,Home Decor,Adjustable curtain rod for window coverings,"2nd Floor, Rack 6",844.0,20,50% discount
P0432,13.6,7.0,14.4,cluster_0,H03,H0312,H031209,H03120916,H0312091609,Duster,Household Supplies,Extendable duster for high ceilings,"3rd Floor, Rack 10",388.0,26,
P0433,24.0,10.0,34.0,cluster_0,H03,H0312,H031205,H03120508,H0312050800,Squeegee,Household Supplies,Ergonomic window squeegee for cleaning,"3rd Floor, Rack 10",906.0,30,
P0435,1.0,4.0,10.0,cluster_0,H01,H0106,H010601,H01060114,H0106011422,Indoor Air Purifier,Home Improvement,HEPA air purifier for cleaner indoor air,"3rd Floor, Rack 4",450.0,5,
P0436,5.0,25.0,15.0,cluster_8,H00,H0004,H000400,H00040000,H0004000012,Power Strips,Home Improvement,Surge protector power strip for devices,"3rd Floor, Rack 4",110.0,26,
P0437,9.0,23.0,13.0,cluster_0,H03,H0312,H031207,H03120710,H0312071015,Surge Protector,Home Improvement,Multi-outlet surge protector for electronics,"3rd Floor, Rack 4",915.0,39,
P0438,1.5,14.0,10.0,cluster_0,H00,H0003,H000312,H00031200,H0003120001,Smart Light Bulbs,Home Improvement,WIFI-enabled smart light bulbs,"3rd Floor, Rack 4",182.0,33,
P0439,2.5,17.0,13.0,cluster_0,H03,H0313,H031303,H03130302,H0313030205,Cordless Vacuum,Home Cleaning,Lightweight cordless vacuum for easy cleaning,"4th Floor, Rack 7",387.0,11,
P0440,5.0,5.0,5.0,cluster_3,H03,H0313,H031309,H03130905,H0313090531,Robot Vacuum,Cleaning,Efficient robot vacuum for hard-to-reach areas,"3rd Floor, Rack 8",955.0,44,
P0441,6.0,11.0,6.0,cluster_9,H00,H0002,H000202,H00020200,H0002020033,Window Blinds,Home Decor,Roller blinds for light control,"2nd Floor, Rack 6",956.0,6,50% discount
P0442,7.1,16.4,7.1,cluster_4,H00,H0001,H000101,H00010105,H0001010512,Shoe Storage Bench,Storage Solutions,Bench with storage for shoes,"2nd Floor, Rack 1",616.0,9,10% discount
P0443,2.0,22.5,9.0,,H03,H0312,H031211,H03121109,H0312110906,Spray Mop,Household Supplies,Easy-to-use spray mop for quick floor cleaning,"3rd Floor, Rack 10",669.0,44,
P0444,2.0,15.0,10.0,cluster_0,H03,H0313,H031302,H03130209,H0313020905,Ice Cream Scoop,Kitchen,Stainless steel ice cream scoop with trigger,"1st Floor, Rack 3",504.0,16,10% discount
P0445,8.0,25.0,20.0,cluster_0,H03,H0313,H031303,H03130302,H0313030201,Wok,Kitchen,Non-stick wok for stir-frying and steaming,"1st Floor, Rack 3",364.0,25,10% discount
P0446,7.0,24.0,10.0,cluster_3,H00,H0002,H000208,H00020800,H0002080022,Granite Countertop,Home Improvement,Granite countertop for kitchen islands,"3rd Floor, Rack 4",396.0,20,
P0447,6.5,7.0,17.5,,H00,H0003,H000312,H00031200,H0003120003,Hand Sanitizer,Household Supplies,List of hand sanitizing gel for hygiene,"3rd Floor, Rack 10",705.0,27,
P0448,2.0,19.0,14.0,cluster_9,H00,H0003,H000316,H00031609,H0003160922,Trash Can Toppers,Kitchen,Set of trash can toppers for odor control,"1st Floor, Rack 3",777.0,45,10% discount
P0450,3.3,8.6,3.3,cluster_0,H01,H0108,H010808,H01080814,H0108081412,Vegetable Steamer,Kitchen,Stackable vegetable steamer for healthy cooking,"1st Floor, Rack 3",812.0,1,10% discount
P0451,2.0,15.0,8.0,cluster_8,H03,H0315,H031504,H03150411,H0315041121,Potpourri,Home Decor,Dried flower potpourri for scenting rooms,"2nd Floor, Rack 6",811.0,42,50% discount
P0452,8.0,6.0,26.5,cluster_0,H03,H0313,H031302,H03130209,H0313020903,Fermentation Kit,Kitchen,Home fermentation kit for vegetables,"1st Floor, Rack 3",182.0,0,10% discount
P0453,1.0,25.0,18.0,cluster_0,H01,H0106,H010601,H01060113,H0106011307,Gift Wrap Organizer,Storage Solutions,Wall-mounted organizer for gift wraps,"2nd Floor, Rack 1",545.0,50,10% discount
P0454,4.5,18.5,14.0,cluster_4,H00,H0001,H000102,H00010210,H0001021012,Bamboo Toothbrush,Personal Care,Biodegradable bamboo toothbrush for eco-friendliness,"4th Floor, Rack 8",152.0,35,
